,tag,src,tgt,pred
590,2370,<RX_1>c1ccc(CCCCCCN2CCc3ccoc3C2)cc1,OCCCCCCc1ccccc1.c1cc2c(o1)CNCC2,BrCCCCCCCc1ccccc1.c1cc2c(o1)CNCC2
591,2374,<RX_3>COc1ccc(CNC(=O)c2cc(-c3cc(Cl)cc(Cl)c3)cnc2-c2cccnc2)cc1OC,COc1ccc(CNC(=O)c2cc(Cl)cnc2-c2cccnc2)cc1OC.OB(O)c1cc(Cl)cc(Cl)c1,COc1ccc(CNC(=O)c2cc(Br)cnc2-c2cccnc2)cc1OC.OB(O)c1cc(Cl)cc(Cl)c1
592,2375,<RX_6>COC(=O)c1ccc(Cc2ccccc2O)cc1,COC(=O)c1ccc(Cc2ccccc2OCc2ccccc2)cc1,COCOc1ccccc1Cc1ccc(C(=O)OC)cc1
593,2377,<RX_7>CCOC(=O)[C@@H](C)CC(Cc1ccc(-c2cccc(Cl)c2)cc1)NC(=O)OC(C)(C)C,CCOC(=O)/C(C)=C/[C@@H](Cc1ccc(-c2cccc(Cl)c2)cc1)NC(=O)OC(C)(C)C,CCOC(=O)[C@@H](C)CC(=Cc1ccc(-c2cccc(Cl)c2)cc1)NC(=O)OC(C)(C)C
594,2378,<RX_6>O=Cc1ccc(-c2ccc(O)c(C3CCCCC3)c2)nc1,CC(C)(C)[Si](C)(C)Oc1ccc(-c2ccc(C=O)cn2)cc1C1CCCCC1,COc1ccc(-c2ccc(C=O)cn2)cc1C1CCCCC1
595,2380,<RX_2>CC(C)(C)OC(=O)NCc1ccc(C(=O)NCc2ccc(OCCC(=O)N3C[C@H]4OC(C)(C)O[C@@H]4C3)cc2)cc1,CC(C)(C)OC(=O)NCc1ccc(C(=O)NCc2ccc(OCCC(=O)O)cc2)cc1.CC1(C)O[C@@H]2CNC[C@H]2O1,CC(C)(C)OC(=O)NCc1ccc(C(=O)O)cc1.CC1(C)O[C@@H]2CN(C(=O)CCOc3ccc(CN)cc3)C[C@H](O2)O1
596,2381,<RX_1>CCN(CC)CCOC(=O)C(C)c1cccc(C(=O)c2cc3ccsc3s2)c1,CC(C(=O)[O-])c1cccc(C(=O)c2cc3ccsc3s2)c1.CCN(CC)CCCl,CC(C(=O)O)c1cccc(C(=O)c2cc3ccsc3s2)c1.CCN(CC)CCCl
597,2384,<RX_2>CC(C)C[C@H]1CN(C(=O)c2cc(-c3ccc(Cl)cc3F)on2)[C@@H](CC(C)C)C(=O)N1,CC(C)C[C@H]1CN(C(=O)c2cc(-c3ccc(F)c(F)c3)on2)[C@@H](CC(C)C)C(=O)N1.O=C(O)c1cc(-c2ccc(Cl)cc2F)on1,CC(C)C[C@H]1CN[C@@H](CC(C)C)C(=O)N1.O=C(O)c1cc(-c2ccc(Cl)cc2F)on1
598,2386,<RX_1>CC(C)CNc1ccccc1CSc1nc2ncccc2[nH]1,CC(C)CNc1ccccc1CCl.Sc1nc2ncccc2[nH]1,CC(C)CNc1ccccc1CSc1nc2ncccc2[nH]1
599,2387,<RX_1>CCOC(=O)C(Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)c(C(C)(C)C)c1)OCC,CCOC(=O)C(Cc1ccc(O)c(C(C)(C)C)c1)OCC.CS(=O)(=O)OCCc1ccc(OS(C)(=O)=O)cc1,CCOC(=O)C(Cc1ccc(O)c(C(C)(C)C)c1)OCC.CS(=O)(=O)Oc1ccc(CCO)cc1
600,2390,<RX_6>O=C(O)C(=O)O,C[C@H](O)C(=O)N1CCN(Cc2ccccc2)CC1,
601,2392,<RX_1>COc1cc(OC)cc(Oc2cccc(F)c2CC(=O)O)c1,COc1cc(O)cc(OC)c1.O=C(O)Cc1c(F)cccc1Cl,COc1cc(O)cc(OC)c1.O=C(O)Cc1c(F)cccc1F
602,2400,<RX_3>CC(C)(F)c1ccn2c(-c3ccc(F)c(-c4ccccc4C#N)c3)cnc2n1,CC(C)(F)c1ccn2c(Br)cnc2n1.CC1(C)OB(c2ccc(F)c(-c3ccccc3C#N)c2)OC1(C)C,CC(C)(F)c1ccn2c(Br)cnc2n1.N#Cc1ccccc1-c1cc(B(O)O)ccc1F
603,2403,<RX_9>Cc1cccc(C(F)(F)F)c1NC(=O)CCl,O=C(CCl)Nc1c(CCl)cccc1C(F)(F)F,Cc1cccc(C(F)(F)F)c1NC(=O)CCl.ClC(Cl)(Cl)Cl
604,2406,<RX_1>O=C1c2ccccc2C(=O)N1c1ccn(Cc2cccc(Cl)c2F)n1,Fc1c(Cl)cccc1CBr.O=C1c2ccccc2C(=O)N1c1cc[nH]n1,Fc1c(Cl)cccc1CBr.O=C1NC(=O)c2ccccc21
605,2407,<RX_6>Cc1nc2cc(OCc3ccccc3)c(OCc3ccccc3)cc2nc1C(=O)O,Cc1nc2cc(OCc3ccccc3)c(OCc3ccccc3)cc2nc1C(=O)OCc1ccccc1,CCOC(=O)c1nc2cc(OCc3ccccc3)c(OCc3ccccc3)cc2nc1C
606,2420,<RX_2>Cc1ccccc1C(=O)Nc1ccc(C(=O)N2Cc3ccccc3Sc3ncccc32)cc1,Cc1ccccc1C(=O)Cl.Nc1ccc(C(=O)N2Cc3ccccc3Sc3ncccc32)cc1,Cc1ccccc1C(=O)Nc1ccc(C(=O)O)cc1.c1ccc2c(c1)CNc1cccnc1S2
607,2423,<RX_1>CCOC(=O)CCCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,CCOC(=O)CCCCCCBr.CCOC(=O)COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,CCOC(=O)CCCCCCBr.COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1O
608,2426,<RX_1>CC(C)NC[C@H]1C[C@@H](n2ccc3c(NC4CC4)ncnc32)[C@@H]2OC(C)(C)O[C@@H]21,CC(=O)O[BH-](OC(C)=O)OC(C)=O.CC1(C)O[C@@H]2[C@H](O1)[C@@H](CN)C[C@H]2n1ccc2c(NC3CC3)ncnc21,
609,2427,<RX_2>CCOc1cc(C(=O)N(C)OC)cc(S(F)(F)(F)(F)F)c1,CCOC(=O)c1cc(OCC)cc(S(F)(F)(F)(F)F)c1.CNOC,
610,2428,<RX_7>Cn1ncc(I)c1CO,Cn1ncc(I)c1C=O,CCOC(=O)c1c(I)cnn1C
611,2430,<RX_9>CCNc1nccc2c1c(C(N)=O)nn2-c1cccc(C#C[C@]2(O)CCN(C)C2=O)c1,CCNc1nccc2c1c(C(=O)OC)nn2-c1cccc(C#C[C@]2(O)CCN(C)C2=O)c1.N,CCNc1nccc2c1c(C(=O)O)nn2-c1cccc(C#C[C@]2(O)CCN(C)C2=O)c1.On1nnc2cccnc21
612,2432,<RX_7>COc1ccc(CO)c2ccn(S(=O)(=O)c3ccccc3)c12,COC(=O)c1ccc(OC)c2c1ccn2S(=O)(=O)c1ccccc1,COc1ccc(C=O)c2ccn(S(=O)(=O)c3ccccc3)c12
613,2435,<RX_1>O=C1c2ccccc2C(=O)N1CCCN1c2ccccc2C(c2ccccc2)=Nc2cccnc21,O=C1c2ccccc2C(=O)N1CCCBr.c1ccc(C2=Nc3cccnc3Nc3ccccc32)cc1,O=C1c2ccccc2C(=O)N1CCCBr.c1ccc(C2=Nc3cccnc3Nc3cccnc32)cc1
614,2441,<RX_6>CC(C)(C)SSC[C@H](N)C(=O)O[C@@H]1[C@@H](COP(=O)(O)O[C@H]2C[C@H](n3ccc(N)nc3=O)O[C@@H]2COP(=O)(O)O)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,CC(C)(C)OC(=O)N[C@@H](CSSC(C)(C)C)C(=O)O[C@@H]1[C@@H](COP(=O)(O)O[C@H]2C[C@H](n3ccc(N)nc3=O)O[C@@H]2COP(=O)(O)O)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,
615,2443,<RX_6>CC1(c2cccc(-c3cc4ccc(Cl)cc4[nH]3)c2)COCC(N)=N1,CC(C)(C)OC(=O)n1c(-c2cccc(C3(C)COCC(N)=N3)c2)cc2ccc(Cl)cc21,CC(C)(C)OC(=O)NC1=NC(C)(c2cccc(-c3cc4ccc(Cl)cc4[nH]3)c2)COC1
616,2448,<RX_2>CC(C)(N)[C@H](NC(=O)c1ccc(C#C/C=C/C(O)CO)cc1)C(=O)NO,COC(=O)[C@@H](NC(=O)c1ccc(C#C/C=C/C(O)CO)cc1)C(C)(C)N.NO,COC(=O)[C@@H](NC(=O)c1ccc(C#CC=CC(O)CO)cc1)C(C)(C)N.NO
617,2451,<RX_1>Cc1ccc([N+](=O)[O-])c(N=C2SCC3(CCCC3)N2C2CCCC2)c1C,BrC1CCCC1.Cc1ccc([N+](=O)[O-])c(N=C2NC3(CCCC3)CS2)c1C,Cc1ccc([N+](=O)[O-])c(Cl)c1C.N=C1SCC2(CCCC2)N1C1CCCC1
618,2456,<RX_3>CC(C)c1nc2c(c(I)c1[C@@H](O)c1ccc(OCc3ccccc3)cc1)[C@@H](O[Si](C)(C)C(C)(C)C)CC(C)(C)C2,CC(C)c1nc2c(c(I)c1C=O)[C@@H](O[Si](C)(C)C(C)(C)C)CC(C)(C)C2.[Mg+]c1ccc(OCc2ccccc2)cc1,CC(C)c1nc2c(c(I)c1[C@H](O)c1ccc(OCc3ccccc3)cc1)[C@@H](O[Si](C)(C)C(C)(C)C)CC(C)(C)C2.C[Mg+]
619,2465,<RX_2>O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N(Cc1ccccc1)C1CCCCC1)OCC1c2ccccc2-c2ccccc21,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)OCC1c2ccccc2-c2ccccc21.c1ccc(CNC2CCCCC2)cc1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N(Cc1ccccc1)C1CCCCC1.O=C(O)OCC1c2ccccc2-c2ccccc21
620,2467,<RX_2>COC(=O)CC1Cc2ccc(NC(=O)CCNC(=O)OC(C)(C)C)cc2CN(C)C1=O,CC(C)(C)OC(=O)NCCC(=O)O.COC(=O)CC1Cc2ccc(N)cc2CN(C)C1=O,COC(=O)CC1Cc2ccc(N)cc2CN(C)C1=O.COC(=O)CC1Cc2ccc(NC(=O)OC(C)(C)C)cc2CN(C)C1
621,2474,<RX_6>COC(=O)CCCCCCCCCCCO[C@@H]1O[C@H](C(=O)OC)[C@@H](OC(C)=O)[C@H](O)[C@H]1OC(C)=O,COC(=O)CCCCCCCCCCCO[C@@H]1O[C@H](C(=O)OC)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1OC(C)=O,COC(=O)CCCCCCCCCCCCO[C@@H]1O[C@H](C(=O)OC)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
622,2487,<RX_1>COC1=NOC(CCCCN2CCCc3nc(-c4ccc(C)cc4)c(-c4ccc(C)cc4)nc32)C1,C[O-].Cc1ccc(-c2nc3c(nc2-c2ccc(C)cc2)N(CCCCC2CC(Br)=NO2)CCC3)cc1,COC1=NOC(CCCCCl)C1.Cc1ccc(-c2nc3c(nc2-c2ccc(C)cc2)NCCC3)cc1
623,2491,<RX_8>CCOC(=O)C1C(=O)C[C@H]2CC3(C[C@@H]12)OCCO3,CCOC(=O)[C@H]1[C@@H](O)C[C@H]2CC3(C[C@H]21)OCCO3,CCOC(=O)C1C(=O)C[C@H]2CC3(C[C@H]12)OCCO3
624,2492,<RX_1>CN(C)CC=CCCCCCCCCCCCCCCCCCC[SiH3],CNC.[SiH3]CCCCCCCCCCCCCCCCCCC=CCCl,CNC.[SiH2]CCCCCCCCCCCCCCCCCCCC=CCCl
625,2494,<RX_2>COc1ccc(S(=O)(=O)N2CCCC2C(=O)O)cc1,COc1ccc(S(=O)(=O)Cl)cc1.O=C(O)[C@@H]1CCCN1,COc1ccc(S(=O)(=O)Cl)cc1.O=C(O)C1CCCN1
626,2496,<RX_6>Nc1cc(C(F)F)ccn1,CC(C)(C)OC(=O)Nc1cc(C(F)F)ccn1,CC(=O)Nc1cc(C(F)F)ccn1
627,2504,<RX_1>CC(C)N1CCN(c2cccc(O)c2)CC1,CC(=O)O[BH-](OC(C)=O)OC(C)=O.Oc1cccc(N2CCNCC2)c1,CC(C)N1CCNCC1.O=C(O)c1cccc(O)c1
628,2507,<RX_7>O=C(O)CCCc1cc2ccc3ccc4ccc5ccc6ccc1c1c6c5c4c3c21,O=C(O)CCC(=O)c1cc2ccc3ccc4ccc5ccc6ccc1c1c6c5c4c3c21,
629,2510,<RX_2>CCOC(=O)COc1c(C(=O)O)sc(-c2cccc(N(C(=O)NC)C3CCCCC3)c2)c1Br,CCO.CNC(=O)N(c1cccc(-c2sc(C(=O)O)c(OCC(=O)O)c2Br)c1)C1CCCCC1,CCOC(=O)COc1c(C(=O)O)sc(-c2cccc(NC3CCCCC3)c2)c1Br.CN=C=O
630,2514,<RX_1>CCOC(=O)c1cn2ncc(C#N)c(Nc3ccc(Oc4ccccc4OC(C)(C)C(=O)NCCO)cc3)c2c1C,CC(C)(Oc1ccccc1Oc1ccc(N)cc1)C(=O)NCCO.CCOC(=O)c1cn2ncc(C#N)c(Cl)c2c1C,CCOC(=O)c1cn2ncc(C#N)c(Cl)c2c1C.Cc1c(C(=O)O)cn2ncc(C#N)c2c1Oc1ccccc1OC(C)(C)C(=O)NCCO
631,2523,<RX_9>COC(=O)c1ccc(Cl)c(C(=O)CC(C)=O)c1Cl,COC(=O)c1ccc(Cl)c(C(=O)C(C(C)=O)C(=O)OC(C)(C)C)c1Cl,COC(=O)c1ccc(Cl)c(C(=O)C(C(C)=O)C(C)=O)c1Cl
632,2526,<RX_3>N#Cc1ccc(C#CC2CCCCC2)nc1,C#CC1CCCCC1.N#Cc1ccc(Cl)nc1,C#CC1CCCCC1.N#Cc1ccc(Br)nc1
633,2532,<RX_3>COc1cc(OC)cc(-c2c(C)nnc(C)c2-c2c(F)cc(F)cc2F)c1,COc1cc(OC)cc(-c2c(C)nnc(Cl)c2-c2c(F)cc(F)cc2F)c1.O=C([O-])[O-],COc1cc(OC)cc(B(O)O)c1.Cc1nnc(C)c(-c2c(F)cc(F)cc2F)c1Br
634,2537,<RX_1>COc1cc(-c2nn(CCNCCO)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,COc1cc(-c2nn(CCOS(C)(=O)=O)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C.NCCO,COc1cc(-c2nn(CCN)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C.OCCBr
635,2539,<RX_9>Cc1noc(C)c1C(=O)N(C)Cc1nc(NC(=O)NCc2cccc(F)c2)sc1C#N,Cc1noc(C)c1C(=O)N(C)Cc1nc(NC(=O)NCc2cccc(F)c2)sc1Br.N#C[Cu],Cc1noc(C)c1C(=O)N(C)Cc1nc(NC(=O)NCc2cccc(F)c2)sc1C(N)=O
636,2541,<RX_3>Cc1ccc(C(=O)O)cc1-c1ccc2nc(N)ncc2c1,Cc1ccc(C(=O)O)cc1B1OC(C)(C)C(C)(C)O1.Nc1ncc2cc(Br)ccc2n1,Cc1ccc(C(=O)O)cc1B(O)O.Nc1ncc2cc(Br)ccc2n1
637,2563,<RX_1>COC(=O)c1sc(-n2cnc3cc(Br)ccc32)cc1OCc1ccccc1C(F)(F)F,COC(=O)c1sc(-n2cnc3ccc(Br)cc32)cc1O.FC(F)(F)c1ccccc1CBr,COC(=O)c1sc(-n2cnc3cc(Br)ccc32)cc1O.FC(F)(F)c1ccccc1CBr
638,2566,<RX_1>O=C(O)/C=C/C(=O)O,CN1CC(CCCl)N(C)c2nc3ccccc3n2C1=O.CN1CCNCC1,
639,2569,<RX_1>CN(CCN1CCN(C(=O)OC(C)(C)C)CC1)Cc1cccc(C(=O)Nc2ccc(N3CCCCC3)cc2-c2cc(C(=O)NCc3cccc(C(F)(F)F)c3)ccn2)c1,CNCCN1CCN(C(=O)OC(C)(C)C)CC1.O=C(NCc1cccc(C(F)(F)F)c1)c1ccnc(-c2cc(N3CCCCC3)ccc2NC(=O)c2cccc(CCl)c2)c1,CNCCN1CCN(C(=O)OC(C)(C)C)CC1.O=C(Nc1ccc(N2CCCCC2)cc1-c1cc(C(F)(F)F)ccn1)c1cccc(CBr)c1
640,2575,<RX_1>CN1C=CC(CS(C)(=O)=O)=c2ccc3c4c([nH]c(=O)c-4c21)=CCN3C1CCN(C(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)N1CCC(=O)CC1.CN1C=CC(CS(C)(=O)=O)=c2ccc3c4c([nH]c(=O)c-4c21)=CCN3,
641,2577,<RX_1>c1ccc(-c2cnc(Nc3ccncn3)s2)cc1,Brc1ncc(-c2ccccc2)s1.Nc1ccncn1,Clc1ccncn1.Nc1ncc(-c2ccccc2)s1
642,2586,<RX_2>CC1C2=C(C=CC2(C)C)CCN1C(=O)c1cc2ncc(Br)cn2n1,CC1NCCC2=C1C(C)(C)C=C2.O=C(O)c1cc2ncc(Br)cn2n1,CC1NCCC2=C1C=CC(C)(C)C2.O=C(O)c1cc2ncc(Br)cn2n1
643,2587,<RX_1>CC(=O)COc1cc(-c2ccc(F)cc2)n[nH]1,CC(=O)COS(C)(=O)=O.Oc1cc(-c2ccc(F)cc2)n[nH]1,CC(=O)CCl.Oc1cc(-c2ccc(F)cc2)n[nH]1
644,2597,<RX_3>Cc1cc(Br)c2c3c1N(C)CC3CN(C(=O)OC(C)(C)C)CC2,CI.CN1CC2CN(C(=O)OC(C)(C)C)CCc3c(Br)cc(Br)c1c32,CN1CC2CN(C(=O)OC(C)(C)C)CCC2c2c(Br)cc(Br)c(C=O)c21.C[Zn+]
645,2602,<RX_1>CCOC(=O)c1c(-c2cc(C)on2)nn(CC(=O)N2CCN(c3ccc(Cl)c(OC)c3)CC2C)c1C,CCOC(=O)c1c(-c2cc(C)on2)n[nH]c1C.COc1cc(N2CCN(C(=O)CCl)[C@@H](C)C2)ccc1Cl,CCOC(=O)c1c(-c2cc(C)on2)n[nH]c1C.COc1cc(N2CCN(C(=O)CCl)C(C)C2)ccc1Cl
646,2604,<RX_3>C[SiH](C)OC(CCc1cc2c(cc1C=O)C(C)(C)CCC2(C)C)C(C)(C)C,C[SiH](C)OC(CCc1cc2c(cc1Br)C(C)(C)CCC2(C)C)C(C)(C)C.O=CN1CCCCC1,CN(C)C=O.C[SiH](C)OC(CCc1cc2c(cc1Br)C(C)(C)CCC2(C)C)C(C)(C)C
647,2615,<RX_3>Cn1cc(-c2ccc3c(=O)n(C)cc(-c4nc(CS(C)(=O)=O)ncc4OCC4CC4)c3c2)cn1,CS(=O)(=O)Cc1ncc(OCC2CC2)c(Cl)n1.Cn1cc(-c2ccc3c(=O)n(C)cc(B4OC(C)(C)C(C)(C)O4)c3c2)cn1,
648,2618,<RX_6>CC(=O)Oc1cc(NS(=O)(=O)c2cccc3ccccc23)ccc1C(=O)O,CC(=O)Oc1cc(NS(=O)(=O)c2cccc3ccccc23)ccc1C(=O)OCc1ccccc1,CCOC(=O)c1ccc(NS(=O)(=O)c2cccc3ccccc23)cc1OC(C)=O
649,2620,<RX_1>CCc1cc(Br)ccc1NC,CB(O)O.CCc1cc(Br)ccc1N,CCc1cc(Br)ccc1N.CI
650,2628,<RX_6>Cc1noc(C)c1CN1C(=O)c2ccccc2C1c1c(C)n(CC(=O)O)c2ccccc12,Cc1noc(C)c1CN1C(=O)c2ccccc2C1c1c(C)n(CC(=O)OC(C)(C)C)c2ccccc12,CCOC(=O)Cn1c(C)c(C2c3ccccc3C(=O)N2Cc2c(C)noc2C)c2ccccc21
651,2630,<RX_7>O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc(CO)cc2)cc1C(F)(F)F,COC(=O)c1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1,O=Cc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1
652,2636,<RX_6>O=C(O)CN(CBr)C(=O)c1ccccc1,CC(C)(C)OC(=O)CN(CBr)C(=O)c1ccccc1,CCOC(=O)CN(CCl)C(=O)c1ccccc1
653,2641,<RX_3>Cc1cc(-c2ccc(CN)cc2)cnc1N,CC1(C)OB(c2ccc(CN)cc2)OC1(C)C.Cc1cc(Br)cnc1N,Cc1cc(Br)cnc1N.NCc1ccc(B(O)O)cc1
654,2646,<RX_6>CC(C)(C)OC(=O)Cn1c(SCCC[NH2+]CCc2ccccc2)nc2ccccc21,CC(C)(C)OC(=O)Cn1c(SCCCN(CCc2ccccc2)C(=O)OC(C)(C)C)nc2ccccc21.Cl,
655,2648,<RX_7>OC/C=C\c1cccc(C2=NOC(c3ccc(F)cc3)C2)c1,OCC#Cc1cccc(C2=NOC(c3ccc(F)cc3)C2)c1,CCOC(=O)/C=C/c1cccc(C2=NOC(c3ccc(F)cc3)C2)c1
656,2653,<RX_1>O=C(O)c1ccc(-c2ccn[nH]2)cc1,CI.CO,O=C(O)c1ccc(C(=O)O)cc1
657,2656,<RX_1>CC(C)(C)OC(=O)N1CCC2(CCN(c3ccncc3)CC2)C1,Brc1ccncc1.CC(C)(C)OC(=O)N1CCC2(CCNCC2)C1,CC(C)(C)OC(=O)N1CCC2(CCNCC2)C1.Clc1ccncc1
658,2662,<RX_6>CC1(CN)c2ccccc2Oc2ccccc21,CC1(CNCc2ccccc2)c2ccccc2Oc2ccccc21,CC(=O)NCC1(C)c2ccccc2Oc2ccccc21
659,2664,<RX_2>O=C(O)C(F)(F)F,CCOC(=O)C[C@@H](NC(=O)CN)c1cc(C)cc(C)c1O.O=C(O)c1cc(NC2=NCC(F)CN2)cc([N+](=O)[O-])c1,
660,2678,<RX_6>CC1(C)CCC(C)(C)c2cc(-c3cc(-c4ccc(C(=O)O)cc4)ccc3OCCCN)ccc21,CCOC(=O)c1ccc(-c2ccc(OCCCN)c(-c3ccc4c(c3)C(C)(C)CCC4(C)C)c2)cc1,CC(C)(C)OC(=O)NCCCOc1ccc(-c2ccc(C(=O)O)cc2)cc1-c1ccc2c(c1)C(C)(C)CCC2(C)C
661,2681,<RX_7>NCC1(O)CCC2(CC1)OCCO2,O=[N+]([O-])CC1(O)CCC2(CC1)OCCO2,N#CC1(O)CCC2(CC1)OCCO2
662,2684,<RX_8>CC1(c2ccc(O)cc2)CSc2cc(O)ccc2C1CCCOc1ccc(OCCS(=O)CCCC(F)(F)C(F)(F)F)cc1,CC1(c2ccc(O)cc2)CSc2cc(O)ccc2C1CCCOc1ccc(OCCSCCCC(F)(F)C(F)(F)F)cc1.O=S([O-])OO,
663,2686,<RX_1>COc1ccc(Nc2ncc(Cl)nc2Br)cn1,COc1ccc(B(O)O)cn1.Nc1ncc(Cl)nc1Br,COc1ccc(N)cn1.Clc1cnc(Br)c(Cl)n1
664,2693,<RX_9>COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)N[C@@H]2CCN(C)C2)C(C)C)C(C)C)ccc1OC,COCCCOc1cc(C[C@@H](C[C@H](N=[N+]=[N-])[C@@H](O)C[C@H](C(=O)N[C@@H]2CCN(C)C2)C(C)C)C(C)C)ccc1OC,COCCCOc1cc(C[C@@H](C[C@H](O)[C@H](N)C[C@H](C(=O)N[C@@H]2CCN(C)C2)C(C)C)C(C)C)ccc1OC
665,2694,<RX_1>C#CCN1CCCCC1C,C#CCCl.CC1CCCCN1,C#CCBr.CC1CCCCN1
666,2700,<RX_3>Cc1ccccc1Cc1cccc(-c2ncc3c(n2)CCOC3)n1,Brc1cccc(-c2ncc3c(n2)CCOC3)n1.Cc1ccccc1C[Zn+],Cc1ccccc1Cc1cccc(B(O)O)n1.Clc1ncc2c(n1)CCOC2
667,2701,<RX_3>COc1ccc2c(Cc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(F)cc3)ccc2c1,COc1ccc2c(Cc3ccc(OCCN4CCCCC4)cc3)c(OS(=O)(=O)C(F)(F)F)ccc2c1.OB(O)c1ccc(F)cc1,
668,2702,<RX_2>CCC(=O)N1N=C(c2ccc([N+](=O)[O-])cc2)c2cc(Cl)ccc2CC1C,CC1Cc2ccc(Cl)cc2C(c2ccc([N+](=O)[O-])cc2)=NN1.CCC(=O)OC(=O)CC,CC1Cc2ccc(Cl)cc2C(c2ccc([N+](=O)[O-])cc2)=NN1.CCC(=O)Cl
669,2704,<RX_3>COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1CC(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)OC1=O,COc1cc(F)c(C(C)C)cc1B(O)O.O=C1OC(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CN1Cc1cc(C(F)(F)F)ccc1I,COc1cc(F)c(C(C)C)cc1B1OC(C)(C)C(C)(C)O1.O=C1OC(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CN1Cc1cc(C(F)(F)F)ccc1Br
670,2705,<RX_9>NC(=O)c1ccc(-c2nn(Cc3ccccc3)c3ccccc23)o1,N.O=C(Cl)c1ccc(-c2nn(Cc3ccccc3)c3ccccc23)o1,COC(=O)c1ccc(-c2nn(Cc3ccccc3)c3ccccc23)o1.N
671,2706,<RX_6>CCCOC(=O)[C@H](Cc1ccc(-c2c(C)n(C)c(=O)n(C)c2=O)cc1)NC(=O)c1c(Cl)cc(O)cc1Cl,CCCOC(=O)[C@H](Cc1ccc(-c2c(C)n(C)c(=O)n(C)c2=O)cc1)NC(=O)c1c(Cl)cc(O[Si](C(C)C)(C(C)C)C(C)C)cc1Cl,CCCOC(=O)[C@H](Cc1ccc(-c2c(C)n(C)c(=O)n(C)c2=O)cc1)NC(=O)c1c(Cl)cc(OCc2ccccc2)cc1Cl
672,2709,<RX_6>O=C(c1ncn([C@H]2CCCC[C@]2(O)COC2CCS(=O)(=O)CC2)c1-c1ccccc1)N1CCNC[C@H]1Cc1ccccc1,CC(C)(C)OC(=O)N1CCN(C(=O)c2ncn(C3CCCCC3(O)COC3CCS(=O)(=O)CC3)c2-c2ccccc2)[C@H](Cc2ccccc2)C1,CC(C)(C)OC(=O)N1CCN(C(=O)c2ncn([C@H]3CCCC[C@@]3(O)COC3CCS(=O)(=O)CC3)c2-c2ccccc2)[C@H](Cc2ccccc2)C1
673,2710,<RX_3>CCOC(=O)/C(=C/c1ccc2[nH]c(C)cc2c1)OCC,CCOC(=O)C(OCC)[P+](c1ccccc1)(c1ccccc1)c1ccccc1.Cc1cc2cc(C=O)ccc2[nH]1,CCOC(=O)C(OCC)P(=O)(OCC)OCC.Cc1cc2cc(C=O)ccc2[nH]1
674,2711,<RX_1>C=CCOCC(OC)OC,C=CCO.COC(CBr)OC,C=CCBr.COC(CO)OC
675,2716,<RX_6>COc1ccc2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,COc1ccc2c(=O)[nH]c(-c3cc(C)c(OCCO[Si](C)(C)C(C)(C)C)c(C)c3)nc2c1,COc1ccc2c(=O)[nH]c(-c3cc(C)c(OCCOCc4ccccc4)c(C)c3)nc2c1
676,2718,<RX_3>COC(=O)CCCCCCCc1ccc(C=O)o1,COC(=O)CCCCCCCc1ccco1.O=C([O-])[O-],CN(C)C=O.COC(=O)CCCCCCCc1ccco1
677,2722,<RX_6>CC(C)(C)OC(=O)CN1CC(c2cccs2)SCC(N)C1=O,CC(C)(C)OC(=O)CN1CC(c2cccs2)SCC(N2C(=O)c3ccccc3C2=O)C1=O,CC(C)(C)OC(=O)CN1CC(c2cccs2)SCC(NC(=O)OCc2ccccc2)C1=O
678,2726,<RX_9>Fc1cc(Cl)c(Oc2ncccn2)cc1N=C=S,Nc1cc(Oc2ncccn2)c(Cl)cc1F.S=C(Cl)Cl,Nc1cc(Oc2ncccn2)c(Cl)cc1F.S=C=S
